15328110.replay	44	44	346	346	43	43	PASS
15328111.replay	21	21	217	217	20	20	PASS
15328112.replay	31	31	1354	1354	30	30	PASS
15328113.replay	36	36	1625	1625	35	35	PASS
15328114.replay	53	53	551	551	52	52	PASS
15328115.replay	26	26	625	625	25	25	PASS
15328116.replay	21	21	243	243	20	20	PASS
15328117.replay	24	24	1152	1152	23	23	PASS
15328118.replay	100	100	2555	2555	99	99	PASS
15328119.replay	31	31	348	348	30	30	PASS
15328120.replay	21	21	180	180	20	20	PASS
15328121.replay	66	66	707	707	65	65	PASS
15328122.replay	100	100	5158	5158	99	99	PASS
15328123.replay	36	37	457	464	36	36	DIVERGE
15328124.replay	41	41	415	415	40	40	PASS
15328125.replay	71	72	2215	2228	70	71	DIVERGE
15328126.replay	100	100	1056	1056	99	99	PASS
15328127.replay	46	46	2716	2716	45	45	PASS
15328128.replay	14	14	597	597	13	13	PASS
15328129.replay	71	71	2515	2515	70	70	PASS
15328130.replay	15	15	248	248	14	14	PASS
15328131.replay	32	32	505	505	31	31	PASS
15328132.replay	36	36	486	486	35	35	PASS
15328133.replay	33	33	510	510	32	32	PASS
15328134.replay	81	81	4339	4339	80	80	PASS
15328135.replay	20	20	515	515	19	19	PASS
15328137.replay	100	100	6779	6779	99	99	PASS
15328138.replay	100	100	2218	2218	99	99	PASS
15328139.replay	57	57	2925	2925	56	56	PASS
15328140.replay	17	17	295	295	16	16	PASS
15328141.replay	82	82	3575	3575	81	81	PASS
15328142.replay	31	31	209	209	30	30	PASS
15328143.replay	58	58	1828	1828	57	57	PASS
15328144.replay	31	31	209	209	30	30	PASS
15328145.replay	81	81	4926	4926	80	80	PASS
15328146.replay	34	34	334	334	33	33	PASS
15328147.replay	17	17	295	295	16	16	PASS
15328148.replay	14	14	129	129	13	13	PASS
15328149.replay	33	33	393	393	32	32	PASS
15328150.replay	100	100	3130	3130	99	99	PASS
15328151.replay	29	29	351	351	28	28	PASS
15328152.replay	18	18	717	717	17	17	PASS
15328153.replay	43	43	985	985	42	42	PASS
15328154.replay	33	33	460	460	32	32	PASS
15328155.replay	27	27	300	300	26	26	PASS
15328156.replay	15	15	99	99	14	14	PASS
15328157.replay	29	29	240	240	28	28	PASS
15328158.replay	39	39	415	415	38	38	PASS
15328159.replay	36	36	314	314	35	35	PASS
15328160.replay	38	38	550	550	37	37	PASS
15328161.replay	22	22	270	270	21	21	PASS
15328162.replay	85	85	2483	2483	84	84	PASS
15328163.replay	100	100	640	640	99	99	PASS
15328164.replay	17	17	295	295	16	16	PASS
15328165.replay	23	23	314	314	22	22	PASS
15328166.replay	43	43	393	393	42	42	PASS
15328167.replay	16	16	127	127	15	15	PASS
15328168.replay	43	43	380	380	42	42	PASS
